titel,authorLabel,date,langLabel,publisherLabel,genres,part_of_a_series
Incest: From a Journal of Love,Anaïs Nin,1992-10-01T00:00:00Z,English,Harcourt,"Book, memoir",N
Atlanta Nights,James D. Macdonald,2004-01-01T00:00:00Z,English,"Lulu Press, Inc.",parody,N
The Corpse in the Waxworks,John Dickson Carr,1932-01-01T00:00:00Z,English,Hamish Hamilton,crime fiction,Y
The Orange Book: Reclaiming Liberalism,David Laws,2004-01-01T00:00:00Z,English,Profile Books,non-fiction,N
The Family Arsenal,Paul Theroux,1976-01-01T00:00:00Z,English,Houghton Mifflin Harcourt,thriller,N
The Hand of Oberon,Roger Zelazny,1976-01-01T00:00:00Z,English,Doubleday,fantasy,Y
Under the Moons of Mars,Edgar Rice Burroughs,1917-01-01T00:00:00Z,English,,"pulp fiction, fantasy, science fantasy, planetary romance, science fiction",Y
The Adventures of Samurai Cat,Mark E. Rogers,1984-01-01T00:00:00Z,English,"Donald M. Grant, Publisher",fantasy,N
The Lots Upon the Raft,William Cooper,1860-06-23T00:00:00Z,English,,nautical fiction,N
Silver Screen,Justina Robson,1999-08-13T00:00:00Z,English,Macmillan Publishers,science fiction,N
I Am America (And So Can You!),Peter Gwinn,2007-10-09T00:00:00Z,English,Hachette Book Group,"political satire, humour",N
Sons of the Oak,Dave Wolverton,2006-11-01T00:00:00Z,English,Tor Books,"high fantasy, fantasy",Y
Today We Choose Faces,Roger Zelazny,1973-01-01T00:00:00Z,English,New American Library,science fiction,N
The Ape Man's Brother,Joe R. Lansdale,2013-01-01T00:00:00Z,English,,novella,N
The Bourne Dominion,Eric Van Lustbader,2011-07-19T00:00:00Z,English,Grand Central Publishing,"thriller, espionage novel",Y
Will Gallows and the Snake-Bellied Troll,Derek Keilty,2011-01-01T00:00:00Z,English,,fantasy,N
Mohandas Gandhi,George Woodcock,1972-01-01T00:00:00Z,English,,biography,N
Get in the Van,Henry Rollins,1995-01-01T00:00:00Z,English,"2.13.61, Inc.",audiobook,N
In Cold Blood,Truman Capote,1965-01-01T00:00:00Z,English,,"noir fiction, non-fiction novel, non-fiction",N
On Gold Mountain,Lisa See,1995-01-01T00:00:00Z,English,St. Martin's Press,memoir,N
Lazarus Rising,David Sherman,2003-01-01T00:00:00Z,English,Del Rey Books,science fiction,Y
How Civilizations Die,David P. Goldman,2011-09-01T00:00:00Z,English,Regnery Publishing,non-fiction,N
The White Priory Murders,John Dickson Carr,1934-01-01T00:00:00Z,English,William Morrow and Company,mystery fiction,Y
The Skeleton in the Clock,John Dickson Carr,1948-01-01T00:00:00Z,English,Heinemann,crime fiction,Y
Steel Gauntlet,David Sherman,1999-01-01T00:00:00Z,English,Del Rey Books,science fiction,Y
Maximum City,Suketu Mehta,2004-01-01T00:00:00Z,English,Penguin Books,creative nonfiction,N
Galatea 2.2,Richard Powers,1995-01-01T00:00:00Z,English,HarperCollins,autobiography,N
A History of the Future,James Howard Kunstler,2014-01-01T00:00:00Z,English,,dystopia,N
Berenice – A Tale,Edgar Allan Poe,1835-01-01T00:00:00Z,English,Southern Literary Messenger,horror fiction,N
The Essential Conan,Robert E. Howard,1998-01-01T00:00:00Z,English,,fantasy,N
The Dictionary of Psychology,Raymond Corsini,2002-01-01T00:00:00Z,English,Psychology Press,dictionary,N
Русско-Английский Словарь Математических Терминов,Yagutil Mishiev,1999-01-01T00:00:00Z,English,,dictionary,N
Lubo Kristek : Third Eye of Distance Communication,Hartfrid Neunzert,2008-01-01T00:00:00Z,English,Neues Stadtmuseum,monograph,N
Lucy Sullivan Is Getting Married,Marian Keyes,1996-01-01T00:00:00Z,English,,comedy,N
Isaac Asimov Presents The Great SF Stories 9,Isaac Asimov,1983-01-01T00:00:00Z,English,DAW Books,science fiction,Y
Best Friends,Jacqueline Wilson,2004-03-04T00:00:00Z,English,Doubleday,children's novel,N
Freckle Juice,Judy Blume,1971-01-01T00:00:00Z,English,Four Winds Press,children's novel,N
The premature burial,Edgar Allan Poe,1844-01-01T00:00:00Z,English,,"horror fiction, short story",N
Paradise Lust: Searching for the Garden of Eden,Brook Wilensky-Lanford,2011-01-01T00:00:00Z,English,Grove Press,non-fiction,N
Van Morrison: Too Late to Stop Now,Steve Turner,1993-01-01T00:00:00Z,English,Bloomsbury Publishing,biography,N
The Winter King,Bernard Cornwell,1995-10-05T00:00:00Z,English,Michael Joseph,"historical fiction, fantasy",Y
Anna Hastings,Allen Drury,1977-07-01T00:00:00Z,English,William Morrow and Company,political novel,N
The Cruel Sea,Nicholas Monsarrat,1951-01-01T00:00:00Z,English,Alfred A. Knopf,World War II,N
The Anti-Capitalistic Mentality,Ludwig von Mises,1956-01-01T00:00:00Z,English,Liberty Fund,non-fiction,N
Divine Hammer,Chris Pierson,2002-01-01T00:00:00Z,English,Wizards of the Coast,fantasy,N
Quark/1,Samuel R. Delany,1970-01-01T00:00:00Z,English,Hachette Book Group,science fiction,Y
Impossible Motherhood,Irene Vilar,2009-10-06T00:00:00Z,English,Other Press,memoir,N
Naked Came the Phoenix,Nevada Barr,2001-08-15T00:00:00Z,English,St. Martin's Press,mystery fiction,N
Processing,Casey Reas,2014-01-01T00:00:00Z,English,The MIT Press,textbook,N
Misforming a Nation,Willard Huntington Wright,1917-01-01T00:00:00Z,English,B. W. Huebsch,non-fiction,N
Poems,J.S. Anna Liddiard,1810-01-01T00:00:00Z,English,,poetry,N
The Colorado Kid,Stephen King,2005-10-04T00:00:00Z,English,Hard Case Crime,"mystery fiction, crime fiction",N
The Open Road: The Global Journey of the Fourteenth Dalai Lama,Pico Iyer,2008-01-01T00:00:00Z,English,Alfred A. Knopf,biography,N
The Best American Magazine Writing 2007,American Society of Magazine Editors,2007-01-01T00:00:00Z,English,Columbia University Press,non-fiction,N
Atlanta Nights,Allen Steele,2004-01-01T00:00:00Z,English,"Lulu Press, Inc.",parody,N
Topless in Philadelphia,Miles Tredinnick,2009-01-01T00:00:00Z,English,,play,N
We Can Remember It for You Wholesale,Philip K. Dick,1990-01-01T00:00:00Z,English,,science fiction,N
Into the Still Blue,Veronica Rossi,2014-01-28T00:00:00Z,English,HarperCollins,science fiction,N
Пригоди Бена Ганна,R. F. Delderfield,1956-01-01T00:00:00Z,English,Hodder & Stoughton,adventure fiction,N
Son of Retro Pulp Tales,Joe R. Lansdale,2009-01-01T00:00:00Z,English,Subterranean Press,horror literature,N
The President of Vice,The Onion,2013-01-15T00:00:00Z,English,Audible Studios,"parody, autobiography",N
Echoes of Valor III,Karl Edward Wagner,1991-01-01T00:00:00Z,English,Tor Books,fantasy,N
Iran Awakening: A Memoir of Revolution and Hope,Shirin Ebadi,2006-01-01T00:00:00Z,English,,memoir,N
The Hiding Place,Corrie ten Boom,1971-11-01T00:00:00Z,English,,"non-fiction, autobiography",N
The Encyclopaedia of Korea,Yang Hi Choe-Wall,1999-01-01T00:00:00Z,English,Australian National University,reference work,N
Freud: A Life for Our Time,Peter Gay,1988-01-01T00:00:00Z,English,,biography,N
Growing Up,Russell Baker,1982-01-01T00:00:00Z,English,Thomas Congdon,memoir,N
An Unsuitable Boy,Karan Johar,2017-01-09T00:00:00Z,English,Penguin Books,autobiography,N
One of a thousand,John Clark Rand,1890-01-01T00:00:00Z,English,First National Publishing Company,biography,N
Lolita,Vladimir Nabokov,1955-01-01T00:00:00Z,English,G. P. Putnam's Sons,"confessional fiction, editorial fiction, metafiction, tragicomedy, detective fiction, erotica",N
The Gripping Hand,Larry Niven,1993-02-01T00:00:00Z,English,Pocket Books,science fiction,Y
The Conan Chronicles 2,Lin Carter,1990-01-01T00:00:00Z,English,Orbit Books,"sword and sorcery, fantasy",Y
XPD,Len Deighton,1981-01-01T00:00:00Z,English,,espionage novel,N
The Restoration Game,Ken MacLeod,2010-01-01T00:00:00Z,English,,science fiction,N
In Enemy Hands,David Weber,1996-01-01T00:00:00Z,English,Baen Books,military science fiction novel,Y
The True Story of the Three Little Pigs,Jon Scieszka,1989-01-01T00:00:00Z,English,Viking Press,parody,N
Saints,Orson Scott Card,1983-01-01T00:00:00Z,English,Berkley,historical fiction,N
Farewell to Manzanar,Jeanne Wakatsuki Houston,1973-01-01T00:00:00Z,English,Houghton Mifflin Harcourt,non-fiction,N
Atlanta Nights,Paul Melko,2004-01-01T00:00:00Z,English,"Lulu Press, Inc.",parody,N
The Faerie Path,Allan Frewin Jones,2007-02-06T00:00:00Z,English,Eos Press,fantasy,N
"Spock, Messiah!","Charles A. Spano, Jr.",1976-01-01T00:00:00Z,English,Bantam Books,science fiction,Y
Spin,Robert Charles Wilson,2005-01-01T00:00:00Z,English,,science fiction,Y
A Memory of Light,Brandon Sanderson,2013-01-08T00:00:00Z,English,Tor Books,"high fantasy, fantasy",Y
Your Money's Worth: A study in the waste of the consumer's dollar,Stuart Chase,1927-01-01T00:00:00Z,English,,non-fiction,N
The Apostle,Brad Thor,2009-06-30T00:00:00Z,English,,espionage novel,N
Justice Hall,Laurie R. King,2002-01-01T00:00:00Z,English,Bantam Books,detective fiction,Y
Categories—On the Beauty of Physics,Hilary Thayer Hamann,2006-01-01T00:00:00Z,English,,non-fiction,N
The Viceroy of Ouidah,Bruce Chatwin,1980-01-01T00:00:00Z,English,Jonathan Cape,historical fiction,N
Hexwood,Diana Wynne Jones,1993-01-01T00:00:00Z,English,Methuen Publishing,"fantasy, science fiction",N
Lipstick Jungle,Candace Bushnell,2005-09-06T00:00:00Z,English,Disney Publishing Worldwide,chick lit,N
The Children's Hospital,Chris Adrian,2006-08-22T00:00:00Z,English,McSweeney's,post-apocalyptic fiction,N
Operation Typhoon Shore,Joshua Mowll,2006-01-01T00:00:00Z,English,Walker Books,adventure fiction,Y
The Sesame Street Dictionary,Linda Hayward,1980-01-01T00:00:00Z,English,Random House,non-fiction,N
The Phantom of Pine Hill,Carolyn Keene,1965-01-01T00:00:00Z,English,Grosset & Dunlap,children's novel,Y
Fame and Obscurity,Gay Talese,1970-01-01T00:00:00Z,English,Doubleday,non-fiction,N
"Space, Inc.",Tanya Huff,2003-01-01T00:00:00Z,English,DAW Books,science fiction,N
"Thirty Years of Arkham House, 1939–69: A History and Bibliography",August Derleth,1970-01-01T00:00:00Z,English,Arkham House,bibliography,N
The Hidden Window Mystery,Carolyn Keene,1956-01-01T00:00:00Z,English,Grosset & Dunlap,children's novel,Y
"Palladis Tamia, Wits Treasury",Francis Meres,1598-09-07T00:00:00Z,English,,essay,N
Storm Warning,Jack Higgins,1976-08-09T00:00:00Z,English,"William Collins, Sons",nautical fiction,N
Aggressor Six,Wil McCarthy,1994-01-01T00:00:00Z,English,,science fiction,N
Book One of the Travelers,Carla Jablonski,2009-01-01T00:00:00Z,English,Simon & Schuster,fantasy literature,Y
Black Garden: Armenia and Azerbaijan Through Peace and War,Thomas de Waal,2004-08-25T00:00:00Z,English,,non-fiction,N
Capital Crimes,Stuart Woods,2003-10-01T00:00:00Z,English,G. P. Putnam's Sons,thriller,N
The Assassins of Rome,Caroline Lawrence,2002-10-17T00:00:00Z,English,Orion Publishing Group,historical fiction,Y
Quark/2,Marilyn Hacker,1971-01-01T00:00:00Z,English,Hachette Book Group,science fiction,Y
Frostbitten,Kelley Armstrong,2009-09-29T00:00:00Z,English,,fantasy literature,Y
The Tournament at Gorlan,John Flanagan,2015-09-16T00:00:00Z,English,Random House,fantasy,Y
Teaching As Leadership,Teach For America,2010-01-01T00:00:00Z,English,,non-fiction,N
Stone Cold,Robert Swindells,1993-01-01T00:00:00Z,English,Heinemann,"young adult novel, horror literature",N
The Collapsing Empire,John Scalzi,2017-03-21T00:00:00Z,English,Tor Books,"science fiction, space opera",Y
The Unexpected Guest,Agatha Christie,1999-09-06T00:00:00Z,English,HarperCollins,crime fiction,N
Death and the Joyful Woman,Edith Pargeter,1961-01-01T00:00:00Z,English,,crime fiction,N
The Yellow Feather Mystery,Franklin W. Dixon,1954-01-01T00:00:00Z,English,Grosset & Dunlap,detective fiction,Y
Gaza in Crisis,Ilan Pappé,2010-11-09T00:00:00Z,English,Haymarket Books,international relations,N
In Order to Live,Park Yeon-mi,2015-01-01T00:00:00Z,English,Penguin Books,autobiography,N
Witches Incorporated,Karen Miller,2009-04-01T00:00:00Z,English,Orbit Books,fantasy literature,Y
Blue Labyrinth,Lincoln Child,2014-11-11T00:00:00Z,English,Grand Central Publishing,thriller,N
Scandal at High Chimneys,John Dickson Carr,1959-01-01T00:00:00Z,English,Harper,"mystery fiction, historical fiction, historical mystery",N
My Life,Golda Meir,1973-01-01T00:00:00Z,English,G. P. Putnam's Sons,autobiography,N
Terror by Satellite,Hugh Walters,1964-01-01T00:00:00Z,English,Faber and Faber Limited  Russell Square London,science fiction,N
The Auroras of Autumn,Wallace Stevens,1950-09-01T00:00:00Z,English,Alfred A. Knopf,poetry,N
The Outcasts,John Flanagan,2011-11-01T00:00:00Z,English,Penguin Books,"fantasy literature, adventure fiction",Y
"Go East, Young Man",William O. Douglas,1974-03-12T00:00:00Z,English,Random House,memoir,N
Taken,Kathleen George,2001-01-01T00:00:00Z,English,Dell Publishing,crime fiction,N
My Man Jeeves,P. G. Wodehouse,1919-01-01T00:00:00Z,English,George Newnes,comedy,N
Badminton,Stewart Marsden Massey,1911-01-01T00:00:00Z,English,,non-fiction,N
"Tom Swift and His Electric Runabout, or, The Speediest Car on the Road",Victor Appleton,1910-01-01T00:00:00Z,English,Grosset & Dunlap,adventure fiction,Y
A Time to Remember,Stanley Shapiro,1986-08-12T00:00:00Z,English,Random House,"alternate history, science fiction",N
The Brave Bulls,Thomas C. Lea III,1949-04-20T00:00:00Z,English,"Little, Brown and Company",Western novel,N
There Goes the Neighborhood,Richard Taub,2006-01-01T00:00:00Z,English,Vintage Books,non-fiction,N
The Matchlock Gun,Walter D. Edmonds,1941-01-01T00:00:00Z,English,"Dodd, Mead & Co.",historical fiction,N
Redwall Map & Riddler,Brian Jacques,1997-01-01T00:00:00Z,English,,fantasy,Y
The Next Great Globalization:How Disadvantaged Nations Can Harness Their Financial Systems to Get Rich,Frederic Mishkin,2008-01-01T00:00:00Z,English,,economics,N
Skavenslayer,William King,1999-01-01T00:00:00Z,English,Black Library,fantasy,Y
All-Caps YOU: A 30-Day Adventure toward Finding Joy in Who God Made You to Be,Emma Mae Jenkins,2020-04-07T00:00:00Z,English,Tyndale House,non-fiction,N
The Antiquary,Walter Scott,1816-01-01T00:00:00Z,English,Archibald Constable,"historical fiction, gothic fiction",Y
The Complete Book of Running,Jim Fixx,1977-01-01T00:00:00Z,English,Random House,non-fiction,N
The Sapphire,A. E. W. Mason,1933-01-01T00:00:00Z,English,,"adventure fiction, mystery fiction",N
The Ties That Bind,Jude Watson,2001-08-01T00:00:00Z,English,Scholastic Corporation,science fiction,Y
Are Women People?,Alice Duer Miller,1915-01-01T00:00:00Z,English,,"satire, poetry",N
Death in the Desert,Cathy Scott,2012-01-01T00:00:00Z,English,AuthorHouse,true crime,N
Reality Hunger: A Manifesto,David Shields,2010-02-23T00:00:00Z,English,wine harvest,collage art,N
"Rotten: No Irish, No Blacks, No Dogs",John Lydon,1994-01-01T00:00:00Z,English,,"non-fiction, autobiography",N
Rhett Butler's People,Donald McCaig,2007-11-01T00:00:00Z,English,St. Martin's Press,"romantic fiction, historical romance, historical fiction",N
Atherton: The House of Power,Patrick Carman,2007-01-01T00:00:00Z,English,,"fantasy, science fiction",N
Earth (The Book),Tim Carvell,2010-09-01T00:00:00Z,English,,humour,N
The Color of Water,James McBride,1996-01-01T00:00:00Z,English,Penguin Group,memoir,N
Evolving the Alien,Jack Cohen,2002-01-01T00:00:00Z,English,Ebury Publishing,non-fiction,N
Anarchist Voices,Paul Avrich,1995-01-01T00:00:00Z,English,AK Press,oral history,N
Donnerjack,Roger Zelazny,1997-08-01T00:00:00Z,English,Avon,science fiction,N
The Fuller Memorandum,Charles Stross,2010-07-01T00:00:00Z,English,,espionage novel,Y
Jesus: A Portrait,Society of Jesus,2008-03-24T00:00:00Z,English,,"biography, theology",N
Trouble and Her Friends,Melissa Scott,1994-01-01T00:00:00Z,English,,"cyberpunk novel, LGBT literature",N
Brown–Driver–Briggs,Francis Brown,1906-01-01T00:00:00Z,English,,reference work,N
Wolf Hunting,Jane Lindskold,2006-01-01T00:00:00Z,English,Tor Books,fantasy,N
Dog Wizard,Barbara Hambly,1992-12-01T00:00:00Z,English,Del Rey Books,fantasy,N
Click,Roddy Doyle,2007-10-01T00:00:00Z,English,Arthur A. Levine Books,collaborative fiction,N
The Ghost Map,Steven Johnson,2006-10-19T00:00:00Z,English,,epidemiology,N
The Pilgrim's Regress,C. S. Lewis,1933-01-01T00:00:00Z,English,Rowman & Littlefield,fantasy literature,N
Race Matters,Cornel West,1994-01-01T00:00:00Z,English,,non-fiction,N
Return of the Sorceress,Tim Waggoner,2004-01-01T00:00:00Z,English,,fantasy novel,N
The Crocodile Bird,Ruth Rendell,1993-09-02T00:00:00Z,English,Hutchinson,"mystery fiction, crime fiction",N
Feed,Matthew Tobin Anderson,2002-01-01T00:00:00Z,English,Candlewick Press,science fiction,N
Psychoshop,Alfred Bester,1998-07-01T00:00:00Z,English,Vintage Books,science fiction,N
The Tamil Genocide by Sri Lanka,Francis Boyle,2009-01-01T00:00:00Z,English,,non-fiction,N
Velocity,Dean Koontz,2005-01-01T00:00:00Z,English,Bantam Books,"mystery fiction, crime fiction, suspense",N
Eve & Adam,Michael Grant,2012-10-02T00:00:00Z,English,Macmillan Publishers,science fiction,N
Mangroves,Laurie Duggan,2003-01-01T00:00:00Z,English,University of Queensland Press,poetry,N
The World of Normal Boys,K. M. Soehnlein,2000-09-08T00:00:00Z,English,Kensington Books,LGBT literature,N
The Vale : Behind the Vale,Brian D. Anderson,2018-01-31T00:00:00Z,English,Brian D. Anderson,fantasy,N
Tales of Three Hemispheres,"Edward Plunkett, 18th Baron of Dunsany",1919-01-01T00:00:00Z,English,,fantasy,N
تنويعات التجربة الدينية,William James,1902-01-01T00:00:00Z,English,Longman,essay,N
The Supper of the Lamb,Robert Farrar Capon,1969-01-01T00:00:00Z,English,,food writing,N
Porcelain,Moby,2016-05-17T00:00:00Z,English,Penguin Group,memoir,N
"Space, Inc.",Josepha Sherman,2003-01-01T00:00:00Z,English,DAW Books,science fiction,N
A Marriage Below Zero,Alan Dale,1889-01-01T00:00:00Z,English,,"LGBT literature, gay-themed novel",N
Magic in Ithkar 4,Andre Norton,1987-01-01T00:00:00Z,English,Tor Books,fantasy,N
The Magic of Krynn,Margaret Weis,1987-01-01T00:00:00Z,English,Wizards of the Coast,fantasy,N
"Ireland, 1912-1985: Politics and Society",John Joseph Lee,1989-01-01T00:00:00Z,English,Cambridge University Press,non-fiction,N
Philadelphia 1681–1887,Boies Penrose,1887-01-01T00:00:00Z,English,Johns Hopkins University Press,"historical non-fiction, non-fiction",N
I'm Scared,Jack Finney,1952-01-01T00:00:00Z,English,,science fiction,N
The Sufis,Idries Shah,1964-01-01T00:00:00Z,English,Octagon Press,essay,N
The Autumn Republic,Brian McClellan,2015-02-10T00:00:00Z,English,Orbit Books,fantasy,Y
The Tower of Babble,Richard Stursberg,2012-04-01T00:00:00Z,English,Douglas & McIntyre,memoir,N
The Sentinel,Jeffrey Konvitz,1981-09-12T00:00:00Z,English,Ballantine Books,horror fiction,N
Oracle's Queen,Lynn Flewelling,2006-05-02T00:00:00Z,English,HarperCollins,fantasy,Y
